email_id,date,subject,body_preview,word_count,num_links,num_exclamations,capital_ratio,special_char_ratio,has_html,email_length,sender_score,label
EML03138,2020-05-16,Work from home $5000/week,c n u f d a s e p urgent s u y s u a c e y d p p z z j p x l f o j u x s t e q h win f r f i q u n k z f p c q a n s b r,151,1,11,0.58,0.1457,True,354,99.07,yes
EML05304,27.8.2023,Reminder: dentist appointment,l u b meeting q feedback v d v y g p s a v r m p u n y b p r p o c j f z a z t x b a i v o l j s m m h,45,0,4,0.2,0.1778,True,102,18.13,Ham
EML02713,3.11.2021,Re: your inquiry,w h e z m y u z x g s b report i o q b x r e k e x k o f v p s a n o schedule t h project d v i e m i k g o x thanks p k,56,2,5,0.02,0.5357,True,134,52.6, ham
EML04831,6-1-2023,Happy Birthday!,k v h g l b r t d f v a n a b o w q b u j j j u f schedule w b w r e g o k v s t t d x p f l r v d agenda r p o e,51,1,9,0.11,0.2549,True,113,18.1,NO
EML03476,10-25-2021,You have been selected!,v s q a i d s n f e m l x t r z r t q w a e x i d q q e e q x z d c l l v z l click congratulations h u z n p h f m y x ,176,6,30,0.73,3.4%,True,400,26.02,1
EML04196,2024-03-03,,m d f z x follow h s j d b x z w p g w report w v x d k r s e thanks b n z t e t g o update q project t j d t y l thanks,153,1,4,0.2,0.085,True,358,,NO
EML03018,3-22-2020,Dinner plans,f p v a w l b o h review b c l u c r d a a o t y b u k m z z r f t o z w report a h g b a n n x e e o l x k g v q f v s ,186,0,8,0.15,0.1344,False,396,97.04,Ham
EML03558,2023-05-07,Reminder: dentist appointment,h d o q q p p review p n l i u thanks t h f v z t f m c e v h n w s d e i i t f update o,37,0,2,0.19,0.7297,False,88,55.34,No
EML04576,,WIN $1000 NOW!!!,money r m i g w i h selected w s w f t d p d n i a k l p m earn k y a u k i c h z l i t e d d h k o o t t n cheap h z m ,223words,2,25,0.65,0.1211,True,536,,spam 
EML02471,9-21-2022,Buy now limited offer,q x x a o e m z p i n limited prize a y q u f o f a n d i w r i x a a n m t d h selected v k l t y l v n k y z e b h d b,150,7,47,0.47,0.1867,True,,84.27, spam
EML00523,4.7.2022,100% FREE no obligation,h v o o g e m s g o e urgent n y w c l h f s u j l m x t r money d e c i x q p z c t l k n j b h t n n y y z o l z u e e,230,3,5,0.45,0.0043,False,532,, spam
EML02565,2/12/2020,Follow up on our call,n g j b j e r f u thanks l f f i update e l r s e e s f follow p b z u t s follow r agenda v d a l p w p w u c u r r h u,58,2,10,0.15,0.3448,True,146,1.42,No
EML04427,10-4-2024,Act now before its too late,s e urgent k p u i g z n r y i f q w c h y q b i d b t m y v m h d urgent t z y o g e n congratulations winner e f z m e,137,5,4,0.31,0.0657,False,334,17.66,YES
EML00780,23.6.2024,Team lunch Friday,t l p d s k confirm u g y u schedule r c l regards z g m r u p p i h e v agenda y b g g j d s j s f e s n,41,0,5,0.1,0.561,NO,105,38.39,0
EML04389,,Quarterly report,c k p f i q e a o j y t r b u s u n i q h v forward v p y a w n l meeting looking w c c z t c o n a d o z l r z regards ,64,2,14,0.07,0.125,False,166,53.03,ham 
EML05113,11-7-2024,Reminder: dentist appointment,e j h c e feedback u g s agenda m confirm r w k u h t p d y p e x g s u q agenda team z feedback z a review schedule tha,132,1,12,0.03,0.2121,True,345,64.16,NO
EML04477,21/10/2024,You are a winner!!!,c l y b a d v t b x h e d e g h s y i l b t money j j t r buy z z r h b z n z guaranteed q t n b w f m p x x o b u p urg,267,10,35,0.53,0.1124,True,606,13.0,yes
EML01548,8-3-2024,,a z t m h g c b h n u g u s y i h x m earn f f y u y i z q b profit e v y q o m buy i a k v h winner e c r i e b b g r i,184,1,50,0.68,0.0815,True,434,63.89,Yes
EML05430,,Team lunch Friday,s c looking a m f j s h a v j x a i l please update j k e m c v t o t m h p o d h m h regards l p g z z q u confirm o a ,180,2,15,0.17,0.1556,False,419,13.6,0
EML03049,24/4/2020,  Quick question  ,g c a c q l o c y l p e u g project v h forward e i follow f n c z l p t w y a x discuss t team a b h m l l v team feedb,101,2,20,0.15,0.0792,True,290,7.32,HAM
EML01832,18.11.2022,Invoice attached,e w n c p discuss b k a a u t c g s q m i q attached s u team u z i project w f report c d x r t b l g q z t i j g t a b,125,2,15,0.12,0.016,True,320,16.39,ham
EML01934,12-2-2022,Happy Birthday!,i h e p c p z p forward m w g z s d feedback p p z z w confirm t r u z schedule m f c s z a s c x o y m a m t l s,44,2,6,0.18,0.0455,True,113,83.56,HAM
EML01943,1.12.2023,Report draft for review,o u f g q i a j a s x a f f b z r y p l u g e m z m f s p s j x c n p x f a m g o v u v o t h,47,2,8,0.07,0.4043,True,93,70.13,no
EML01640,,URGENT: Account suspended,x u i s n l j k z s g a p prize j d b w z f a k k h o l e j p profit h a w f m k z l s v q p z m e e u z y k s k v j d o,137,5,6,0.46,8.8%,NO,314,39.91,spam
EML02520,2022-03-11,Free iPhone giveaway,g o e g f c e z g profit k opportunity y x g u p a c r f j x x w f k g u s k i m z z m c y y w d c limited exclusive u a,147,5,36,0.33,0.1769,True,357,97.27,Yes
EML01892,2020-02-10,Earn money online fast,c o v k d i r x discount guaranteed m t y q k w q h i i b p selected g buy a k n r f e d c j e f i u f u l b o n s l u u,185,3,24,0.52,0.1135,True,455,20.07,spam 
EML03801,,Buy now limited offer,n m c g q b j u a t h u b limited t s b i y h d l f u n w y k n h n m n s earn z f y a f x w m d z h l y g k l o,52,2,47,0.51,0.4038,,112,76.49,Yes
EML03662,2024-04-03,Hot singles in your area,s y t m c u k i g win v s r v i h t profit l d k m f l n g q x l w l p p a i b u k money v h k r guaranteed f i m x urge,67,5,32,0.72,0.0746,True,158,, spam
EML02643,4-4-2020,You have been selected!,f f x l f r exclusive g u d k g v i m i d i j q x r x t u m y x p y x m u x o g f g g v i i k e f o m p e s i j z h m u ,290,3,46,0.69,0.0793,True,,44.39,yes
EML02898,26.3.2020,Act now before its too late,s z u k j v v k u r k o l r z l r v o l o u a q x m n e u f q w m u a k z l q x e b h z t l g r s m x n y f m l m g b f ,181,5,11,0.71,0.1492,True,393,45.06,1
EML00766,3-14-2023,Make money fast,c k r urgent y c e l l i d u n v z f money cash p z o x s y m k x cash v p n r p d h v u l c v c j z o b p y c w u m z n,130,2,13,0.35,0.0692,0,305,67.11,spam 
EML01288,28.3.2020,New feature release,n o n v u f o q l x t d r h y n b x a d g r c h a v f document c j g z m g r y h y g i w j b e c n review x p f h r x n ,181,1,7,0.16,0.0442,False,405,72.8,NO
EML02550,2021-07-01,Make money fast,f r g g w p i d z d r w w d r p z k j g free cheap v limited i c k n p t v b n q u p h y f n click f t t b m q r z z f k,248,5,35,0.68,10.9%,False,608,30.97,spam 
EML04580,,New feature release,q r v g i s d b g i i t i t j o k k m t h d schedule p d i v w m o y meeting n d e x b v l f p w j o c v y p v e r c f k,117,0,10,0.01,0.0769,False,262,51.7,NO
EML00175,,Happy Birthday!,j w z d u g z n d l p r o l u p m t w t k m d s z x l t c y h team x b j h w f m z r i e f u t a v j t w m discuss s j n,60,1,0,0.02,0.1333,True,128,54.17,ham 
EML03455,4-12-2020,Follow up on our call,r g y n f g m i f o d b m m a g z e y h d v n r e f u review d s g u l t u w x b u h l y g r r e u b t u k w w c k sched,140,1,18,0.2,0.2071,False,340,39.69,Ham
EML04222,22.4.2023,Cheap Viagra online,w f s n r h t v b g v cash n q t b d a f c h w m g h h v q p y r o u h v r e q u c b t x o m f k d q c v b b p q c g f s,66,5,3,0.75,0.1667,True,134,35.81,SPAM
EML04402,1-9-2024,Meeting tomorrow at 3pm,x a m a t r e r u u g i e a t team m c b v x r p a regards i t looking z x u j n p p s forward h n z x i x k u j l l s c,126,0,12,0.19,0.0556,False,293,40.14,NO
EML02220,11/8/2023,Book club meeting,looking f g h h c o k m z w f h report t j c c i b t n r e k d y l d s f v e g u g e m o q v h m z h c n c y o z m u r u,155,1,20,0.02,0.0%,True,392,63.36,HAM
EML00589,16/7/2021,Follow up on our call,i team project g y m c g l i t d agenda y j t b d r m m o t y n g v o j x j u v b p p g y a l w y r v v m c k q l n upda,94,0,12,0.19,0.0426,True,220,77.12,0
EML03601,27/6/2021,Exclusive deal just for you,i u limited click g s n d d s z a f exclusive j r p o k m y m x f g n r v r p e b x l h b g n q r w q v e x m w g o v cl,243,8,8,0.37,0.0782,false,577,27.88,spam 
EML03908,23.7.2022,Report draft for review,u c i please q attached looking u c j i n r k n g v g l c h j q i q i l m e o p g h h p project v x i r v b g n t h n r ,139,1,18,0.17,0.0576,True,331,3.55,No
EML03181,4.3.2021,Meeting tomorrow at 3pm,a o o i v o u y i r document best s y a q e h v t c v v l c g g u h report w k z u i m b d e w r d update,43,2,10,0.14,0.2326,False,,57.22,HAM
EML00942,,Exclusive deal just for you,v g d w f y profit h w m v m p e e i w w i v k o g m q b x i n u z o l n x y v n c v r k p b w o w y e w z q k p m p r k,74,7,18,0.7,0.3784,True,152,12.34,yes
EML04604,2022-08-13,Team lunch Friday,e c t d y r u h review a i v k t v feedback o x z q s m v b f x x c g i m g y c h t document e confirm u t follow o f,44,1,12,0.2,0.1591,YES,117,24.09,NO
EML03457,7-13-2021,Quarterly report,b n s h c n v z y q o d r o v forward q f f c t q t m q i r v c i c v x f g l s confirm forward t c f t r p n l f b d p ,187,0,18,0.1,0.1176,False,432,56.02,HAM
EML00207,2022-11-28,Thank you,m z t forward c n x u c o l l v d h v p h z report t w v c t t k r m y d l k i p m f l c w document q y k e m o a o o o ,91,2,0,0.13,0.1648,True,217,-0.93,Ham
EML00696,7-28-2024,Exclusive deal just for you,e a q a d p k j p w o a j r k v u n v v f h e p o p p o e p e n n z h m n r j g u f m t m v b c m cheap y p c l v cash b,267,2,8,0.41,0.0,True,632,70.59,yes
EML04760,4.12.2023,Act now before its too late,t p c exclusive x m j selected k o t e q p z c b a d u f w n c g p u v guaranteed x m w l d offer j c c c o e free t j f,239,8,39,0.71,0.0251,False,579,67.87,SPAM
EML03460,10/11/2022,Make money fast,l m selected m f q t cheap e a h f o winner n k z l b i x r i a b o b j m a d l n l q y b q s t e b t a c s k d j x k r ,245,10,47,0.37,0.098,True,579,140.2,spam 
EML02968,23/10/2021,Meeting tomorrow at 3pm,t d c z y v h h u update confirm t x p e e x b c project t r z q a x u n g g t i i o j h c z l z f d i schedule m p d i ,55,2,20,0.07,0.5273,False,139,91.4,NO
EML01374,25/5/2024,Newsletter,c q f r s d o agenda t w k t s x n e a z e report t a w c p j q u t m q z c n e z a e s i o v x q x f a u r b i v u t be,151,2,5,0.07,0.0861,True,347,88.26,NO
EML04237,11.9.2021,URGENT: Account suspended,t o g o p s money o y s f o p m p p a n n p z d x h b g p k guaranteed v d j p s click k e i k t a w w r k i i l g v y a,196,9,4,0.55,0.1276,False,459,84.11,spam
EML00361,2023-04-24,Project update,t k f t a p e d y c g s g i o m q t j b i e f c q u o d x j e x p u u y h c w m j b s y s i s r document c x b l o w w v,102,1,2,0.03,0.2941,False,221,97.18,no
EML03596,,Make money fast,t p z w h z v b y i h m h e s r f s a guaranteed w b l offer e m o i y v selected y l e s o f q t q w f h w s c k b m u ,108,8,5,0.8,0.213,True,260,54.14,spam 
EML05101,24/10/2024,Make money fast,r t r t c e w l congratulations s q i a g urgent f m f h k p x l j x o a r guaranteed w k u p c m r l u p buy o r u z m ,80,7,29,0.77,0.2125,True,199,58.8,1
EML01893,1-18-2024,Book club meeting,g y b z i l j k z s schedule q i u h t report update c q w k x x d h o r x b p q v q q s n g p x m q f c s c b d j l v d,144,2,14,0.13,0.0069,False,342,174.33,0
EML00043,19.11.2021,Exclusive deal just for you,e c l y x k w u i i u t discount click a n cash p q h f v f i a e y s x money z l buy y winner j s c z v v z y e j d o o,274,5,36,0.5,0.0365,True,675,89.43,Yes
EML05122,,Report draft for review,p h w i n x a o g e b document g h forward n r w a j m d u q h feedback p n x w f g agenda v n e s follow,38,1,13,0.1,0.2632,True,105,24.31, ham
EML05268,4-21-2021,100% FREE no obligation,s x b z k f l h g c g t o cheap l f w e n t n t n h f s w l d w x p l u q a y h v w a r o l p x m p p w r cheap h z prof,93,9,5,0.32,0.2581,True,230,41.12,SPAM
EML05049,1-20-2023,Your order has shipped,o t schedule l w i d v p k d d thanks discuss q j o a x w w confirm u v g u q f t o j,31,1,5,0.19,0.9677,true,85,71.13,NO
EML02693,6.12.2023,Newsletter,w q i best e c k i b c t v t v e t x l z o e l i r o q y f document a z p f j,34words,0,7,0.04,0.5882,True,77,42.33,Ham
EML02189,3-12-2023,100% FREE no obligation,i e p k j d g w r w k x e p urgent c f o n p e y g w g f a u x r g x s c w r i l n r o q q f u g m r s o q k q l q disco,112,2,21,0.77,25.9%,True,265,85.85,Spam
EML00720,14.2.2023,Exclusive deal just for you,q i k r x w p t u q m c h r z b l d u m q w v s j g j d y s f v d l r h h e r f z z s m m s x t x q b g q v o w a limite,214,4,16,0.67,0.0234,False,493,,YES
EML03337,,Newsletter,m u a p g c q c agenda f k v q u y w y q s u i w e f s t i r p n y f o n g d team forward a thanks w w document meeting ,197,2,20,0.12,0.1421,False,501,23.1,NO
EML05241,2022-05-26,You have been selected!,p x a d v c b d k f r c s o y q c n u i w q g i f d j g x j c k h r prize g l opportunity j r u money u i d m q d h prof,174,4,43,0.33,0.046,True,431,6.75,Spam
EML00375,,You have been selected!,y r l congratulations s n y i t d v n s buy d z x congratulations e f a w a f cash l q g a o g i p z o y k z u m c o b f,144,8,37,0.62,19.4%,False,347,15.8,Spam
EML00041,,URGENT: Account suspended,i n m g j m w k h w f y m e a congratulations b i j u v o profit f j p x congratulations i s s b u limited i w k c m g k,241,5,19,0.57,0.1203,False,592,43.29, spam
EML02620,2020-04-28,Newsletter,c c f i follow g r c r r y r j b p g b y w y attached q g project t x v y u u q z f o m y g r h q e l v q h i w e w l w ,132,2,9,0.06,0.1136,false,351,88.21,NO
EML05381,2022-10-21,Reminder: dentist appointment,w i t p f z m m k w u t v x r c x r r e q m v s w g x w y b k d f o s o t z i q c u p g o follow h v r h review t f t o ,166,0,5,0.14,0.1145,False,378,192.32,No
EML02687,2024-04-11,Team lunch Friday,c j schedule e a x z v l k feedback a y h d a x j v q n m i c x w r r j a j e y c j l j g q k f f w t w o q i g r z p t ,128,0,19,0.1,0.2188,False,308,81.64,0
EML04325,,You are a winner!!!,r k n f x o v winner t t c x k s click m z i h y e t i free z q b d g f j y a o g x q x cash q win x offer h s r q b b u,299,1,39,0.49,0.0535,True,719,57.76, spam
EML00785,21/2/2021,Follow up on our call,m k f h x v z t n x w s n h l agenda a s a m e t q y x e report g g z team m update l q z n a attached s l y i v x f t z,55,1,0,0.19,0.0,False,134,23.52, ham
EML05385,16.4.2023,Report draft for review,k u d u v a y e a u f e y f j d agenda d m x c w o f g o j project i confirm q n y c v k q a t l f s f a x i p a n e k t,119,2,12,0.01,8.4%,False,263,-2.16,ham 
EML04328,5-1-2020,Conference call notes,confirm f q i e i n schedule y s h x b r u p schedule z l s x o i r w o k t k c f w y x u j z l d z p b e v v d s b x u ,106,0,14,0.09,0.0849,False,254,8.74,0
EML05150,,Book club meeting,n h w x i d r t q b h document f m i r l i o f b g r g m n x r b e j l b q y x o h t s thanks d x e k c f o e a h p j u ,78,0,8,0.03,0.2692,True,173,82.4,ham 
EML00974,,Weekend plans,h u i j f x e u e d o v h v x f t p best i feedback g q f o b q w j e l document follow g v g o o r s s m p m d e f j d ,118,0,20,0.02,0.0085,False,306,92.9,NO
EML02988,2021-09-16,100% FREE no obligation,h m i m k w w offer k n d j discount v guaranteed c n z m z e l s q u x urgent m y t opportunity x w winner y guaranteed,61words,1,25,0.38,0.4426,True,170,69.68,yes
EML00476,11-7-2023,Quarterly report,a a k t f j i y j v l m c u m w g a p a g discuss b f e o w w f f w attached j x please q b q u t y s s review b v q z l,152,1,9,0.13,9.9%,True,371,40.53,ham
EML05168,2022-07-24,URGENT: Account suspended,y q money y h q e s e n cash q c e earn u j i z e m g q i y s r f b x g profit s l m t l y a b j d t h n l v t q q e c c,272words,6,47,0.55,0.0919,True,620,52.5,Yes
EML05105,,You have been selected!,k h h x n f e q x n c o a opportunity v u selected o q j g v b o e f t w z e p n e w p o buy r offer q y b z o v j m u u,259,4,9,0.76,0.027,false,,74.02,spam 
EML02025,25.6.2020,Click here to claim prize,x f r r w o x p m p d x e c a a x l c s d e c g click x b r k n free j d h h z n m b h x e n d s win g r h t o g limited,221,7,47,0.49,0.0814,False,521,70.2, spam
EML03523,28/3/2024,Invoice attached,k k f v b k b thanks z q r k x z t document looking u d g r v o i thanks m attached g a e q w f h d l c d m m l o z b o ,166,0,6,0.08,0.1145,False,388,42.46,no
EML00439,1-19-2023,You are a winner!!!,l click v n n e e c v l q v k q x u b y b s x y c y g e v q l p p z p exclusive a j o t m z z o w b c q t c a q s buy v ,59,7,11,0.39,0.3051,True,131,42.94,YES
EML04498,7-13-2021,Re: your inquiry,w f u m d s b meeting j f n please e n w c m b v d t q l o s f y k l a m j j q m c m v g j z e k g k q agenda b w v g h ,174,1,19,0.17,0.0632,False,423,68.96,no
EML04048,,FREE GIFT for you,d j y m s s l w b y c money v p e l l w j buy p a p o k w n h w e r u w g w t d c b q k offer x o o congratulations b g ,67,2,15,0.32,0.1493,True,157,92.07,Spam
EML04896,,FREE GIFT for you,z p d y n i h d d a m r q c j b p c p d b m e k f g g cash o s v l d r t prize h s prize k c t k r j x q s g c h f,52,3,5,0.75,0.2115,True,114,47.34,1
EML02711,15/2/2020,Dinner plans,b p s c v i l n h thanks u g regards d b w b u f a k m d w l v u w h a i k q s j i confirm a p r c t i d g l j j f r r j,115,1,0,0.07,0.1652,True,269,25.51,ham 
EML00392,18/12/2023,Act now before its too late,p y o f congratulations l i q a r x o n k j q g h z p o t y z r d n m guaranteed f g b l a e r l j exclusive q g w k y u,116,5,34,0.76,0.2155,0,300,11.94,YES
EML02686,3/3/2022,Report draft for review,a o h c m j meeting n u t c b d e s a g a v j b v p b o z j c f t v b j v f z v z o c confirm x f s k z t z u f looking ,109,0,16,0.2,0.055,False,260,62.0,ham
EML03328,2023-09-06,New feature release,w a u u project u g c c a follow t o o j g i u j e y j x u d d b h c n f c f w i x u d c i l e y s f v z w f g x k z bes,194,0,7,0.15,0.0052,YES,444,47.33,HAM
EML04290,26.4.2023,Quick question,p q q c h a i j q r p f y l c z s p r g j a l o z o w m a i please a n o t m r i x l s t q s r z q d w f d i a p please ,198,2,16,0.13,0.0303,YES,478,,no
